,Unnamed: 0,acc,loss,val_acc,val_loss
0,0,0.1231677422589875,3.0930537873219985,0.160161507422478,2.9543829124676586
1,1,0.2575416479063485,2.663718095554037,0.26177658154698114,2.4974399858015217
2,2,0.3451398269062886,2.3600684302929875,0.3398384926176328,2.2344587561580407
3,3,0.4263845114828057,2.1047160524670483,0.4717362047364863,1.8999434592425424
4,4,0.4901195657671324,1.874158431521244,0.51144010759138,1.693353799117847
5,5,0.5371,1.7114749432563785,0.565948856149676,1.4565218589187152
6,6,0.5639703674063822,1.6073025670516048,0.6204576042266424,1.3277463213431562
7,7,0.5945770173610387,1.4873855784606227,0.6480484521405052,1.2881433197659409
8,8,0.6126369503241684,1.425178548895977,0.6487213998912642,1.255180362576912
9,9,0.6371004052288364,1.3405713341331416,0.6689098252743122,1.1507127567383677
10,10,0.6510080544329183,1.2819566296281126,0.7012113056786128,1.0409539666824033
11,11,0.6575616589183656,1.2390088849800274,0.6837146701754985,1.0048974294360842
12,12,0.68115,1.1631162601947784,0.7355316287736392,0.9506423434851788
13,13,0.6871779478728202,1.1431105732172318,0.7261103633916555,0.9059753031300664
14,14,0.6951323227805095,1.102130610598494,0.7779273215886883,0.8001020394295735
15,15,0.7136425033798391,1.0460757770624924,0.7462987888549251,0.8729616420426247
16,16,0.7186452548961534,1.031490971956325,0.7765814268091646,0.7596504762066807
17,17,0.7298013907708845,0.9880507432643348,0.7395693136737613,0.9486607630031426
18,18,0.7287007854349694,0.9759255400402452,0.7442799462444208,0.8969118231719467
19,19,0.7465105808254144,0.9269809489419792,0.7873485868904504,0.7174232951885599
20,20,0.7499124518514986,0.9189177141002792,0.7846567966896304,0.7924438451854249
21,21,0.7583671019060483,0.8819609651842151,0.8068640643622962,0.669907426609486
22,22,0.7631197158437141,0.8726438637831253,0.8243606999456321,0.6356682349823686
23,23,0.7668217519635799,0.8508123643470804,0.8297442800263858,0.6572157837259978
24,24,0.7681224673600282,0.8423857795595199,0.8129205922740305,0.6750590346382572
25,25,0.7746760718395117,0.8165116091056382,0.8452220727585527,0.5381065942397188
26,26,0.7789,0.8128520570933819,0.8337819647660647,0.5890362395492569
27,27,0.7871829506258244,0.7815170505464426,0.8580080751294563,0.5491905508821135
28,28,0.7859645610230859,0.7808082826291611,0.8324360697458763,0.599476392504986
29,29,0.7917854820180902,0.7760240369924544,0.7960969045216751,0.6871906433901267
30,30,0.79835,0.7543599211603403,0.8337819650869509,0.5787957784786198
31,31,0.7980889489248889,0.7502086584188968,0.8539703901491127,0.5355896787720446
32,32,0.8004902696483066,0.7401991555885362,0.8613728129205922,0.5195554699523132
33,33,0.7992291520702575,0.7298374759306099,0.8627187077001158,0.4805832410765208
34,34,0.8052428835859723,0.7269828789645449,0.8586810230406585,0.4877623326845798
35,35,0.8065936264975538,0.7115403134669339,0.8438761777383642,0.4884916213447602
36,36,0.8122,0.6967222978591919,0.8660834453308085,0.4828916196266382
37,37,0.8103914305795981,0.7070675234600569,0.8640646028005259,0.501773922793156
38,38,0.8113,0.6946423660010099,0.8546433378196501,0.5234966365818541
39,39,0.8137451196375618,0.6947951578211709,0.8485868102288021,0.4985311102939326
40,40,0.81355,0.6914595071434975,0.8714670256522271,0.4401872596461551
41,41,0.8167992395877337,0.6908434879865395,0.8627187080210023,0.4712567130457184
42,42,0.8148481664975341,0.6872104539333406,0.8795423957733576,0.43517959821833896
43,43,0.8221021561859022,0.6649398145268812,0.8660834452505869,0.4751891871239905
44,44,0.8187503126719696,0.6743997653719006,0.8761776582228865,0.4588076230765272
45,45,0.8219520736419932,0.6615504557275684,0.8768506054120943,0.4226922727770312
46,46,0.8217019360648357,0.667308867156604,0.8620457602702433,0.4696303075768585
47,47,0.8226524588553507,0.6643407614081182,0.8640646029609691,0.4850453742219494
48,48,0.8238531192215323,0.6626581413879826,0.8566621804301543,0.5316874550136551
49,49,0.8298564210375311,0.6523459134668602,0.8734858681825096,0.43777144757446657
